Accession,SRA_Accession,Submitters,Release_Date,Isolate,Species,Genus,Family,Molecule_type,Length,Sequence_Type,Nuc_Completeness,Genotype,Segment,Publications,Geo_Location,Country,USA,Host,Isolation_Source,Collection_Date,BioSample,GenBank_Title
NC_055203.1,,"Akopyants,N.S., Lye,L.F., Dobson,D.E., Lukes,J., Beverley,S.M., Lye,L.-F.",2021-06-01T00:00:00Z,LepmorLBV1a-M,Leptomonas shilevirus,Shilevirus,Leishbuviridae,ssRNA(-),1180,RefSeq,complete,,M,1,Madagascar: Moramango,Madagascar,,Leptomonas moramango,,2009,,"Leptomonas moramango leishbunyavirus isolate LepmorLBV1a-M hypothetical protein gene, complete cds"
NC_055204.1,,"Akopyants,N.S., Lye,L.F., Dobson,D.E., Lukes,J., Beverley,S.M., Lye,L.-F.",2021-06-01T00:00:00Z,LepmorLBV1a-L,Leptomonas shilevirus,Shilevirus,Leishbuviridae,ssRNA(-),5981,RefSeq,complete,,L,1,Madagascar: Moramango,Madagascar,,Leptomonas moramango,,2009,,"Leptomonas moramango leishbunyavirus isolate LepmorLBV1a-L putative RNA dependent RNA polymerase gene, complete cds"
NC_055205.1,,"Lu,Z., Lu,X.J., Fu,S.H., Zhang,S., Li,Z.X., Yao,X.H., Feng,Y.P., Lambert,A.J., Ni da,X., Wang,F.T., Tong,S.X., Nasci,R.S., Feng,Y., Dong,Q., Zhai,Y.G., Gao,X.Y., Wang,H.Y., Tang,Q., Liang,G.D., Fu,S., Liang,G.",2021-06-01T00:00:00Z,,Tahyna orthobunyavirus,Orthobunyavirus,Peribunyaviridae,ssRNA(-),4489,RefSeq,complete,,M,1,China,China,,Culex,,2006,,"Tahyna virus strain XJ0625 segment M, complete sequence"
NC_055206.1,,"Lu,Z., Lu,X.J., Fu,S.H., Zhang,S., Li,Z.X., Yao,X.H., Feng,Y.P., Lambert,A.J., Ni da,X., Wang,F.T., Tong,S.X., Nasci,R.S., Feng,Y., Dong,Q., Zhai,Y.G., Gao,X.Y., Wang,H.Y., Tang,Q., Liang,G.D., Fu,S., Liang,G.",2021-06-01T00:00:00Z,,Tahyna orthobunyavirus,Orthobunyavirus,Peribunyaviridae,ssRNA(-),978,RefSeq,complete,,S,1,China,China,,Culex,,2006,,"Tahyna virus strain XJ0625 segment S, complete sequence"
NC_055207.1,,"Lu,Z., Fu,S., Liang,G.",2021-06-01T00:00:00Z,,Tahyna orthobunyavirus,Orthobunyavirus,Peribunyaviridae,ssRNA(-),6979,RefSeq,complete,,L,,China,China,,Culex,,2006,,"Tahyna virus strain XJ0625 segment L, complete sequence"
NC_055208.1,,"Chabi-Jesus,C., Ramos-Gonzalez,P.L., Guerra-Peraza,O., Tassi,A., Kitajima,E.W., Harakava,R., Beserra,E., Freitas-Astua,J.",2021-06-01T00:00:00Z,,Citrus chlorotic spot dichorhavirus,Dichorhavirus,Rhabdoviridae,ssRNA(-),6518,RefSeq,complete,,RNA 1,,Brazil: Teresina/Piaui,Brazil,,Citrus sinensis,,2015,,"Citrus chlorotic spot virus strain Trs1 segment RNA1, complete sequence"
NC_055209.1,,"Chabi-Jesus,C., Ramos-Gonzalez,P.L., Guerra-Peraza,O., Tassi,A., Kitajima,E.W., Harakava,R., Beserra,E., Freitas-Astua,J.",2021-06-01T00:00:00Z,,Citrus chlorotic spot dichorhavirus,Dichorhavirus,Rhabdoviridae,ssRNA(-),5987,RefSeq,complete,,RNA 2,,Brazil: Teresina/Piaui,Brazil,,Citrus sinensis,,2015,,"Citrus chlorotic spot virus strain Trs1 segment RNA2, complete sequence"
NC_055210.1,,,2021-06-01T00:00:00Z,,Maguari orthobunyavirus,Orthobunyavirus,Peribunyaviridae,ssRNA(-),945,RefSeq,complete,,S,,Brazil: Utinga forest,Brazil,,Culicidae,,1957,,"Maguari virus strain BeAr 7272 segment S, complete sequence"
NC_055211.1,,,2021-06-01T00:00:00Z,,Maguari orthobunyavirus,Orthobunyavirus,Peribunyaviridae,ssRNA(-),6912,RefSeq,complete,,L,,Brazil: Utinga forest,Brazil,,Culicidae,,1957,,"Maguari virus strain BeAr 7272 segment L, complete sequence"
NC_055212.1,,,2021-06-01T00:00:00Z,,Maguari orthobunyavirus,Orthobunyavirus,Peribunyaviridae,ssRNA(-),4467,RefSeq,complete,,M,,Brazil: Utinga forest,Brazil,,Culicidae,,1957,,"Maguari virus strain BeAr 7272 segment M, complete sequence"
NC_055213.1,,"Shi,M., Neville,P., Nicholson,J., Eden,J.S., Imrie,A., Holmes,E.C., Eden,J.-S.",2021-06-01T00:00:00Z,,Culex orthophasmavirus,Orthophasmavirus,Phasmaviridae,ssRNA(-),2076,RefSeq,complete,,M,1,Australia: Point Douro,Australia,,Culex globocoxitus,,2015-09-07,,"Culex phasma-like virus strain mos172gb37606 segment M, complete sequence"
NC_055214.1,,"Shi,M., Neville,P., Nicholson,J., Eden,J.S., Imrie,A., Holmes,E.C., Eden,J.-S.",2021-06-01T00:00:00Z,,Culex orthophasmavirus,Orthophasmavirus,Phasmaviridae,ssRNA(-),2249,RefSeq,complete,,S,1,Australia: Point Douro,Australia,,Culex globocoxitus,,2015-09-07,,"Culex phasma-like virus strain mos172gb37606 segment S, complete sequence"
NC_055215.1,,"Shi,M., Neville,P., Nicholson,J., Eden,J.S., Imrie,A., Holmes,E.C., Eden,J.-S.",2021-06-01T00:00:00Z,,Culex orthophasmavirus,Orthophasmavirus,Phasmaviridae,ssRNA(-),6489,RefSeq,complete,,L,1,Australia: Point Douro,Australia,,Culex globocoxitus,,2015-09-07,,"Culex phasma-like virus strain mos172gb37606 segment L, complete sequence"
NC_055216.1,,"Aguilar,P.V., Marciel de Souza,W., Silvas,J.A., Wood,T., Widen,S., Fumagalli,M.J., Nunes,M.R., Nunes,M., Silvas,J., Fugamalli,M.",2021-06-01T00:00:00Z,K329,Estero Real orthonairovirus,Orthonairovirus,Nairoviridae,ssRNA(-),4478,RefSeq,complete,,M,1,Cuba,Cuba,,Ornithodoros tadaridae,,1980-04-26,,"Estero Real orthobunyavirus isolate K329 segment M glycoprotein precursor, gene, complete cds"
NC_055217.1,,"Aguilar,P.V., Marciel de Souza,W., Silvas,J.A., Wood,T., Widen,S., Fumagalli,M.J., Nunes,M.R., Nunes,M., Fugamalli,M.",2021-06-01T00:00:00Z,K329,Estero Real orthonairovirus,Orthonairovirus,Nairoviridae,ssRNA(-),11816,RefSeq,complete,,L,1,Cuba,Cuba,,Ornithodoros tadaridae,,1980-04-26,,"Estero Real orthobunyavirus isolate K329 segment L RNA-dependent RNA polymerase gene, complete cds"
NC_055218.1,,"Aguilar,P.V., Marciel de Souza,W., Silvas,J.A., Wood,T., Widen,S., Fumagalli,M.J., Nunes,M.R., Nunes,M., Silvas,J., Fugamalli,M.",2021-06-01T00:00:00Z,K329,Estero Real orthonairovirus,Orthonairovirus,Nairoviridae,ssRNA(-),1640,RefSeq,complete,,S,1,Cuba,Cuba,,Ornithodoros tadaridae,,1980-04-26,,"Estero Real orthobunyavirus isolate K329 segment S nucleocapsid gene, complete cds"
NC_055219.1,,"Yu,J., Lee,K.-M., Son,M., Kim,K.-H.",2021-06-01T00:00:00Z,98-8-60,Fusarium graminearum chrysovirus,Betachrysovirus,Chrysoviridae,dsRNA,2982,RefSeq,complete,,RNA 3,,South Korea,South Korea,,Fusarium graminearum,,1998,,"Fusarium graminearum dsRNA mycovirus-2 isolate 98-8-60 segment RNA 3, complete sequence"
NC_055220.1,,"Yu,J., Lee,K.-M., Son,M., Kim,K.-H.",2021-06-01T00:00:00Z,98-8-60,Fusarium graminearum chrysovirus,Betachrysovirus,Chrysoviridae,dsRNA,3000,RefSeq,complete,,RNA 2,,South Korea,South Korea,,Fusarium graminearum,,1998,,"Fusarium graminearum dsRNA mycovirus-2 isolate 98-8-60 segment RNA 2, complete sequence"
NC_055221.1,,"Yu,J., Lee,K.-M., Son,M., Kim,K.-H.",2021-06-01T00:00:00Z,98-8-60,Fusarium graminearum chrysovirus,Betachrysovirus,Chrysoviridae,dsRNA,3580,RefSeq,complete,,RNA 1,,South Korea,South Korea,,Fusarium graminearum,,1998,,"Fusarium graminearum dsRNA mycovirus-2 isolate 98-8-60 segment RNA 1, complete sequence"
NC_055222.1,,"Yu,J., Lee,K.-M., Son,M., Kim,K.-H.",2021-06-01T00:00:00Z,98-8-60,Fusarium graminearum chrysovirus,Betachrysovirus,Chrysoviridae,dsRNA,2414,RefSeq,complete,,RNA 5,,South Korea,South Korea,,Fusarium graminearum,,1998,,"Fusarium graminearum dsRNA mycovirus-2 isolate 98-8-60 segment RNA 5, complete sequence"
NC_055223.1,,"Yu,J., Lee,K.-M., Son,M., Kim,K.-H.",2021-06-01T00:00:00Z,98-8-60,Fusarium graminearum chrysovirus,Betachrysovirus,Chrysoviridae,dsRNA,2748,RefSeq,complete,,RNA 4,,South Korea,South Korea,,Fusarium graminearum,,1998,,"Fusarium graminearum dsRNA mycovirus-2 isolate 98-8-60 segment RNA 4, complete sequence"
NC_055224.1,,"Shi,M., Neville,P., Nicholson,J., Eden,J.S., Imrie,A., Holmes,E.C., Eden,J.-S.",2021-06-01T00:00:00Z,,Shuangao insect-associated chrysovirus,Alphachrysovirus,Chrysoviridae,dsRNA,3461,RefSeq,complete,,1,1,Australia: South Guildford,Australia,,,,2015-08-19,,"Shuangao chryso-like virus 1 strain mosWSB68555 segment 1, complete sequence"
NC_055225.1,,"Shi,M., Neville,P., Nicholson,J., Eden,J.S., Imrie,A., Holmes,E.C., Eden,J.-S.",2021-06-01T00:00:00Z,,Shuangao insect-associated chrysovirus,Alphachrysovirus,Chrysoviridae,dsRNA,3140,RefSeq,complete,,3,1,Australia: South Guildford,Australia,,,,2015-08-19,,"Shuangao chryso-like virus 1 strain mosWSB68555 segment 3, complete sequence"
NC_055226.1,,"Shi,M., Neville,P., Nicholson,J., Eden,J.S., Imrie,A., Holmes,E.C., Eden,J.-S.",2021-06-01T00:00:00Z,,Shuangao insect-associated chrysovirus,Alphachrysovirus,Chrysoviridae,dsRNA,3059,RefSeq,complete,,4,1,Australia: South Guildford,Australia,,,,2015-08-19,,"Shuangao chryso-like virus 1 strain mosWSB68555 segment 4, complete sequence"
NC_055227.1,,"Shi,M., Neville,P., Nicholson,J., Eden,J.S., Imrie,A., Holmes,E.C., Eden,J.-S.",2021-06-01T00:00:00Z,,Shuangao insect-associated chrysovirus,Alphachrysovirus,Chrysoviridae,dsRNA,3080,RefSeq,complete,,2,1,Australia: South Guildford,Australia,,,,2015-08-19,,"Shuangao chryso-like virus 1 strain mosWSB68555 segment 2, complete sequence"
NC_055236.1,,"Alvarez-Quinto,R.A., Moreno-Martinez,J.M., Olszewski,N.E., Lockhart,B.E.L.",2021-06-01T00:00:00Z,Minnesota,Aglaonema bacilliform virus,Badnavirus,Caulimoviridae,dsDNA-RT,7178,RefSeq,complete,,,,USA,USA,,Aglaonema modestum,,,,"Aglaonema bacilliform virus isolate Minnesota, complete genome"
NC_055237.1,,"Gambley,C.F., Geering,A.D., Steele,V., Thomas,J.E., Geering,A.D.W.",2021-06-01T00:00:00Z,,Pineapple bacilliform ER virus,Badnavirus,Caulimoviridae,dsDNA-RT,545,RefSeq,complete,,,1,Australia,Australia,,Ananas comosus var. erectifolius,,,,"Pineapple bacilliform ER virus clone pAlucsc polyprotein gene, partial cds"
NC_055238.1,,"Alvarez-Quinto,R.A., Lockhart,B.E.L.",2021-06-01T00:00:00Z,Minnesota,Schefflera ringspot virus,Badnavirus,Caulimoviridae,dsDNA-RT,555,RefSeq,complete,,,,USA,USA,,Schefflera,,,,"Schefflera ringspot virus isolate Minnesota polyprotein gene, partial cds"
NC_055239.1,,"Yadav,P.D., Whitmer,S.L., Sarkale,P., Ng,T.F., Goldsmith,C.S., Nyayanit,D.A., Esona,M.D., Shrivastava-Ranjan,P., Lakra,R., Pardeshi,P., Majumdar,T.D., Francis,A., Klena,J.D., Nichol,S.T., Stroher,U., Mourya,D.",2021-06-01T00:00:00Z,,Kundal coltivirus,Coltivirus,Reoviridae,dsRNA,1992,RefSeq,complete,,6,1,"India: Kundal village, Ahmedabad state",India,,,,2013,,"Kundal virus strain MCL-13-T-316 segment 6, complete sequence"
NC_055240.1,,"Yadav,P.D., Whitmer,S.L., Sarkale,P., Ng,T.F., Goldsmith,C.S., Nyayanit,D.A., Esona,M.D., Shrivastava-Ranjan,P., Lakra,R., Pardeshi,P., Majumdar,T.D., Francis,A., Klena,J.D., Nichol,S.T., Stroher,U., Mourya,D.",2021-06-01T00:00:00Z,,Kundal coltivirus,Coltivirus,Reoviridae,dsRNA,3149,RefSeq,complete,,4,1,"India: Kundal village, Ahmedabad state",India,,,,2013,,"Kundal virus strain MCL-13-T-316 segment 4, complete sequence"
NC_055241.1,,"Yadav,P.D., Whitmer,S.L., Sarkale,P., Ng,T.F., Goldsmith,C.S., Nyayanit,D.A., Esona,M.D., Shrivastava-Ranjan,P., Lakra,R., Pardeshi,P., Majumdar,T.D., Francis,A., Klena,J.D., Nichol,S.T., Stroher,U., Mourya,D.",2021-06-01T00:00:00Z,,Kundal coltivirus,Coltivirus,Reoviridae,dsRNA,1850,RefSeq,complete,,9,1,"India: Kundal village, Ahmedabad state",India,,,,2013,,"Kundal virus strain MCL-13-T-316 segment 9, complete sequence"
NC_055242.1,,"Yadav,P.D., Whitmer,S.L., Sarkale,P., Ng,T.F., Goldsmith,C.S., Nyayanit,D.A., Esona,M.D., Shrivastava-Ranjan,P., Lakra,R., Pardeshi,P., Majumdar,T.D., Francis,A., Klena,J.D., Nichol,S.T., Stroher,U., Mourya,D.",2021-06-01T00:00:00Z,,Kundal coltivirus,Coltivirus,Reoviridae,dsRNA,2029,RefSeq,complete,,7,1,"India: Kundal village, Ahmedabad state",India,,,,2013,,"Kundal virus strain MCL-13-T-316 segment 7, complete sequence"
NC_055243.1,,"Yadav,P.D., Whitmer,S.L., Sarkale,P., Ng,T.F., Goldsmith,C.S., Nyayanit,D.A., Esona,M.D., Shrivastava-Ranjan,P., Lakra,R., Pardeshi,P., Majumdar,T.D., Francis,A., Klena,J.D., Nichol,S.T., Stroher,U., Mourya,D.",2021-06-01T00:00:00Z,,Kundal coltivirus,Coltivirus,Reoviridae,dsRNA,963,RefSeq,complete,,11,1,"India: Kundal village, Ahmedabad state",India,,,,2013,,"Kundal virus strain MCL-13-T-316 segment 11, complete sequence"
NC_055244.1,,"Yadav,P.D., Whitmer,S.L., Sarkale,P., Ng,T.F., Goldsmith,C.S., Nyayanit,D.A., Esona,M.D., Shrivastava-Ranjan,P., Lakra,R., Pardeshi,P., Majumdar,T.D., Francis,A., Klena,J.D., Nichol,S.T., Stroher,U., Mourya,D.",2021-06-01T00:00:00Z,,Kundal coltivirus,Coltivirus,Reoviridae,dsRNA,607,RefSeq,complete,,12,1,"India: Kundal village, Ahmedabad state",India,,,,2013,,"Kundal virus strain MCL-13-T-316 segment 12, complete sequence"
NC_055245.1,,"Yadav,P.D., Whitmer,S.L., Sarkale,P., Ng,T.F., Goldsmith,C.S., Nyayanit,D.A., Esona,M.D., Shrivastava-Ranjan,P., Lakra,R., Pardeshi,P., Majumdar,T.D., Francis,A., Klena,J.D., Nichol,S.T., Stroher,U., Mourya,D.",2021-06-01T00:00:00Z,,Kundal coltivirus,Coltivirus,Reoviridae,dsRNA,1908,RefSeq,complete,,8,1,"India: Kundal village, Ahmedabad state",India,,,,2013,,"Kundal virus strain MCL-13-T-316 segment 8, complete sequence"
NC_055246.1,,"Yadav,P.D., Whitmer,S.L., Sarkale,P., Ng,T.F., Goldsmith,C.S., Nyayanit,D.A., Esona,M.D., Shrivastava-Ranjan,P., Lakra,R., Pardeshi,P., Majumdar,T.D., Francis,A., Klena,J.D., Nichol,S.T., Stroher,U., Mourya,D.",2021-06-01T00:00:00Z,,Kundal coltivirus,Coltivirus,Reoviridae,dsRNA,1835,RefSeq,complete,,10,1,"India: Kundal village, Ahmedabad state",India,,,,2013,,"Kundal virus strain MCL-13-T-316 segment 10, complete sequence"
NC_055247.1,,"Yadav,P.D., Whitmer,S.L., Sarkale,P., Ng,T.F., Goldsmith,C.S., Nyayanit,D.A., Esona,M.D., Shrivastava-Ranjan,P., Lakra,R., Pardeshi,P., Majumdar,T.D., Francis,A., Klena,J.D., Nichol,S.T., Stroher,U., Mourya,D.",2021-06-01T00:00:00Z,,Kundal coltivirus,Coltivirus,Reoviridae,dsRNA,3533,RefSeq,complete,,3,1,"India: Kundal village, Ahmedabad state",India,,,,2013,,"Kundal virus strain MCL-13-T-316 segment 3, complete sequence"
NC_055248.1,,"Yadav,P.D., Whitmer,S.L., Sarkale,P., Ng,T.F., Goldsmith,C.S., Nyayanit,D.A., Esona,M.D., Shrivastava-Ranjan,P., Lakra,R., Pardeshi,P., Majumdar,T.D., Francis,A., Klena,J.D., Nichol,S.T., Stroher,U., Mourya,D.",2021-06-01T00:00:00Z,,Kundal coltivirus,Coltivirus,Reoviridae,dsRNA,4382,RefSeq,complete,,1,1,"India: Kundal village, Ahmedabad state",India,,,,2013,,"Kundal virus strain MCL-13-T-316 segment 1, complete sequence"
NC_055249.1,,"Yadav,P.D., Whitmer,S.L., Sarkale,P., Ng,T.F., Goldsmith,C.S., Nyayanit,D.A., Esona,M.D., Shrivastava-Ranjan,P., Lakra,R., Pardeshi,P., Majumdar,T.D., Francis,A., Klena,J.D., Nichol,S.T., Stroher,U., Mourya,D.",2021-06-01T00:00:00Z,,Kundal coltivirus,Coltivirus,Reoviridae,dsRNA,3922,RefSeq,complete,,2,1,"India: Kundal village, Ahmedabad state",India,,,,2013,,"Kundal virus strain MCL-13-T-316 segment 2, complete sequence"
NC_055250.1,,"Yadav,P.D., Whitmer,S.L., Sarkale,P., Ng,T.F., Goldsmith,C.S., Nyayanit,D.A., Esona,M.D., Shrivastava-Ranjan,P., Lakra,R., Pardeshi,P., Majumdar,T.D., Francis,A., Klena,J.D., Nichol,S.T., Stroher,U., Mourya,D.",2021-06-01T00:00:00Z,,Kundal coltivirus,Coltivirus,Reoviridae,dsRNA,2608,RefSeq,complete,,5,1,"India: Kundal village, Ahmedabad state",India,,,,2013,,"Kundal virus strain MCL-13-T-316 segment 5, complete sequence"
NC_055251.1,,"Fujita,R., Ejiri,H., Lim,C.K., Noda,S., Yamauchi,T., Watanabe,M., Kobayashi,D., Takayama-Ito,M., Murota,K., Posadas-Herrera,G., Minami,S., Kuwata,R., Yamaguchi,Y., Horiya,M., Katayama,Y., Shimoda,H., Saijo,M., Maeda,K., Mizutani,T., Isawa,H., Sawabe,K.",2021-06-01T00:00:00Z,,Tarumizu coltivirus,Coltivirus,Reoviridae,dsRNA,2021,RefSeq,complete,,6,1,Japan: Tottori,Japan,,,,2013-10-12,,"Tarumizu tick virus VP6 gene for VP6, complete cds, strain: 13T269"
NC_055252.1,,"Fujita,R., Ejiri,H., Lim,C.K., Noda,S., Yamauchi,T., Watanabe,M., Kobayashi,D., Takayama-Ito,M., Murota,K., Posadas-Herrera,G., Minami,S., Kuwata,R., Yamaguchi,Y., Horiya,M., Katayama,Y., Shimoda,H., Saijo,M., Maeda,K., Mizutani,T., Isawa,H., Sawabe,K.",2021-06-01T00:00:00Z,,Tarumizu coltivirus,Coltivirus,Reoviridae,dsRNA,1871,RefSeq,complete,,9,1,Japan: Tottori,Japan,,,,2013-10-12,,"Tarumizu tick virus VP9', VP9 genes for VP9', VP9, complete cds, strain: 13T269"
NC_055253.1,,"Fujita,R., Ejiri,H., Lim,C.K., Noda,S., Yamauchi,T., Watanabe,M., Kobayashi,D., Takayama-Ito,M., Murota,K., Posadas-Herrera,G., Minami,S., Kuwata,R., Yamaguchi,Y., Horiya,M., Katayama,Y., Shimoda,H., Saijo,M., Maeda,K., Mizutani,T., Isawa,H., Sawabe,K.",2021-06-01T00:00:00Z,,Tarumizu coltivirus,Coltivirus,Reoviridae,dsRNA,979,RefSeq,complete,,11,1,Japan: Tottori,Japan,,,,2013-10-12,,"Tarumizu tick virus VP11 gene for VP11, complete cds, strain: 13T269"
NC_055254.1,,"Fujita,R., Ejiri,H., Lim,C.K., Noda,S., Yamauchi,T., Watanabe,M., Kobayashi,D., Takayama-Ito,M., Murota,K., Posadas-Herrera,G., Minami,S., Kuwata,R., Yamaguchi,Y., Horiya,M., Katayama,Y., Shimoda,H., Saijo,M., Maeda,K., Mizutani,T., Isawa,H., Sawabe,K.",2021-06-01T00:00:00Z,,Tarumizu coltivirus,Coltivirus,Reoviridae,dsRNA,3926,RefSeq,complete,,2,1,Japan: Tottori,Japan,,,,2013-10-12,,"Tarumizu tick virus VP2 gene for VP2, complete cds, strain: 13T269"
NC_055255.1,,"Fujita,R., Ejiri,H., Lim,C.K., Noda,S., Yamauchi,T., Watanabe,M., Kobayashi,D., Takayama-Ito,M., Murota,K., Posadas-Herrera,G., Minami,S., Kuwata,R., Yamaguchi,Y., Horiya,M., Katayama,Y., Shimoda,H., Saijo,M., Maeda,K., Mizutani,T., Isawa,H., Sawabe,K.",2021-06-01T00:00:00Z,,Tarumizu coltivirus,Coltivirus,Reoviridae,dsRNA,4335,RefSeq,complete,,1,1,Japan: Tottori,Japan,,,,2013-10-12,,"Tarumizu tick virus VP1 gene for RNA-dependent RNA polymerase, complete cds, strain: 13T269"
NC_055256.1,,"Fujita,R., Ejiri,H., Lim,C.K., Noda,S., Yamauchi,T., Watanabe,M., Kobayashi,D., Takayama-Ito,M., Murota,K., Posadas-Herrera,G., Minami,S., Kuwata,R., Yamaguchi,Y., Horiya,M., Katayama,Y., Shimoda,H., Saijo,M., Maeda,K., Mizutani,T., Isawa,H., Sawabe,K.",2021-06-01T00:00:00Z,,Tarumizu coltivirus,Coltivirus,Reoviridae,dsRNA,804,RefSeq,complete,,12,1,Japan: Tottori,Japan,,,,2013-10-12,,"Tarumizu tick virus VP12 gene for VP12, complete cds, strain: 13T269"
NC_055257.1,,"Fujita,R., Ejiri,H., Lim,C.K., Noda,S., Yamauchi,T., Watanabe,M., Kobayashi,D., Takayama-Ito,M., Murota,K., Posadas-Herrera,G., Minami,S., Kuwata,R., Yamaguchi,Y., Horiya,M., Katayama,Y., Shimoda,H., Saijo,M., Maeda,K., Mizutani,T., Isawa,H., Sawabe,K.",2021-06-01T00:00:00Z,,Tarumizu coltivirus,Coltivirus,Reoviridae,dsRNA,1587,RefSeq,complete,,10,1,Japan: Tottori,Japan,,,,2013-10-12,,"Tarumizu tick virus VP10 gene for VP10, complete cds, strain: 13T269"
NC_055258.1,,"Fujita,R., Ejiri,H., Lim,C.K., Noda,S., Yamauchi,T., Watanabe,M., Kobayashi,D., Takayama-Ito,M., Murota,K., Posadas-Herrera,G., Minami,S., Kuwata,R., Yamaguchi,Y., Horiya,M., Katayama,Y., Shimoda,H., Saijo,M., Maeda,K., Mizutani,T., Isawa,H., Sawabe,K.",2021-06-01T00:00:00Z,,Tarumizu coltivirus,Coltivirus,Reoviridae,dsRNA,1902,RefSeq,complete,,8,1,Japan: Tottori,Japan,,,,2013-10-12,,"Tarumizu tick virus VP8 gene for VP8, complete cds, strain: 13T269"
NC_055259.1,,"Fujita,R., Ejiri,H., Lim,C.K., Noda,S., Yamauchi,T., Watanabe,M., Kobayashi,D., Takayama-Ito,M., Murota,K., Posadas-Herrera,G., Minami,S., Kuwata,R., Yamaguchi,Y., Horiya,M., Katayama,Y., Shimoda,H., Saijo,M., Maeda,K., Mizutani,T., Isawa,H., Sawabe,K.",2021-06-01T00:00:00Z,,Tarumizu coltivirus,Coltivirus,Reoviridae,dsRNA,3171,RefSeq,complete,,4,1,Japan: Tottori,Japan,,,,2013-10-12,,"Tarumizu tick virus VP4 gene for VP4, complete cds, strain: 13T269"
NC_055260.1,,"Fujita,R., Ejiri,H., Lim,C.K., Noda,S., Yamauchi,T., Watanabe,M., Kobayashi,D., Takayama-Ito,M., Murota,K., Posadas-Herrera,G., Minami,S., Kuwata,R., Yamaguchi,Y., Horiya,M., Katayama,Y., Shimoda,H., Saijo,M., Maeda,K., Mizutani,T., Isawa,H., Sawabe,K.",2021-06-01T00:00:00Z,,Tarumizu coltivirus,Coltivirus,Reoviridae,dsRNA,2003,RefSeq,complete,,7,1,Japan: Tottori,Japan,,,,2013-10-12,,"Tarumizu tick virus VP7 gene for VP7, complete cds, strain: 13T269"
NC_055261.1,,"Fujita,R., Ejiri,H., Lim,C.K., Noda,S., Yamauchi,T., Watanabe,M., Kobayashi,D., Takayama-Ito,M., Murota,K., Posadas-Herrera,G., Minami,S., Kuwata,R., Yamaguchi,Y., Horiya,M., Katayama,Y., Shimoda,H., Saijo,M., Maeda,K., Mizutani,T., Isawa,H., Sawabe,K.",2021-06-01T00:00:00Z,,Tarumizu coltivirus,Coltivirus,Reoviridae,dsRNA,3534,RefSeq,complete,,3,1,Japan: Tottori,Japan,,,,2013-10-12,,"Tarumizu tick virus VP3 gene for VP3, complete cds, strain: 13T269"
NC_055262.1,,"Fujita,R., Ejiri,H., Lim,C.K., Noda,S., Yamauchi,T., Watanabe,M., Kobayashi,D., Takayama-Ito,M., Murota,K., Posadas-Herrera,G., Minami,S., Kuwata,R., Yamaguchi,Y., Horiya,M., Katayama,Y., Shimoda,H., Saijo,M., Maeda,K., Mizutani,T., Isawa,H., Sawabe,K.",2021-06-01T00:00:00Z,,Tarumizu coltivirus,Coltivirus,Reoviridae,dsRNA,2629,RefSeq,complete,,5,1,Japan: Tottori,Japan,,,,2013-10-12,,"Tarumizu tick virus VP5 gene for VP5, complete cds, strain: 13T269"
NC_055263.1,,"Banyai,K., Kemenesi,G., Budinski,I., Foldes,F., Zana,B., Marton,S., Varga-Kugler,R., Oldal,M., Kurucz,K., Jakab,F.",2021-06-01T00:00:00Z,,Rotavirus J,Rotavirus,Reoviridae,dsRNA,743,RefSeq,complete,,10,1,Serbia,Serbia,,Miniopterus schreibersii,feces,2014-10-03,,"Rotavirus J strain BO4351/Ms/2014 NSP4 (NSP4) gene, complete cds"
NC_055264.1,,"Banyai,K., Kemenesi,G., Budinski,I., Foldes,F., Zana,B., Marton,S., Varga-Kugler,R., Oldal,M., Kurucz,K., Jakab,F.",2021-06-01T00:00:00Z,,Rotavirus J,Rotavirus,Reoviridae,dsRNA,2512,RefSeq,complete,,4,1,Serbia,Serbia,,Miniopterus schreibersii,feces,2014-10-03,,"Rotavirus J strain BO4351/Ms/2014 VP4 (VP4) gene, complete cds"
NC_055265.1,,"Banyai,K., Kemenesi,G., Budinski,I., Foldes,F., Zana,B., Marton,S., Varga-Kugler,R., Oldal,M., Kurucz,K., Jakab,F.",2021-06-01T00:00:00Z,,Rotavirus J,Rotavirus,Reoviridae,dsRNA,3010,RefSeq,complete,,2,1,Serbia,Serbia,,Miniopterus schreibersii,feces,2014-10-03,,"Rotavirus J strain BO4351/Ms/2014 VP2 (VP2) gene, complete cds"
NC_055266.1,,"Banyai,K., Kemenesi,G., Budinski,I., Foldes,F., Zana,B., Marton,S., Varga-Kugler,R., Oldal,M., Kurucz,K., Jakab,F.",2021-06-01T00:00:00Z,,Rotavirus J,Rotavirus,Reoviridae,dsRNA,1017,RefSeq,complete,,8,1,Serbia,Serbia,,Miniopterus schreibersii,feces,2014-10-03,,"Rotavirus J strain BO4351/Ms/2014 NSP2 (NSP2) gene, complete cds"
NC_055267.1,,"Banyai,K., Kemenesi,G., Budinski,I., Foldes,F., Zana,B., Marton,S., Varga-Kugler,R., Oldal,M., Kurucz,K., Jakab,F.",2021-06-01T00:00:00Z,,Rotavirus J,Rotavirus,Reoviridae,dsRNA,793,RefSeq,complete,,9,1,Serbia,Serbia,,Miniopterus schreibersii,feces,2014-10-03,,"Rotavirus J strain BO4351/Ms/2014 VP7 (VP7) gene, complete cds"
