"","Id","molecule","Molecule_type","Organism_Name","Species","Genus","Family","Length"
"204","NC_004674.1","DNA","ssDNA(+/-)","East African cassava mosaic virus","East African cassava mosaic virus","Begomovirus","Geminiviridae",2799
"205","NC_052999.1","DNA","dsDNA","Salmonella phage vB_SenS_ER24","Chivirus ER24","Chivirus","Casjensviridae",60438
"206","NC_055154.1","DNA","ssDNA(+/-)","Circovirus roditore","Circovirus roditore","Circovirus","Circoviridae",2135
"207","NC_055022.1","DNA","dsDNA","Staphylococcus phage SP197","Coventryvirus SP197","Coventryvirus","Unknown",41149
"208","NC_043358.1","DNA","dsDNA","Bracoviriform indiense","Bracoviriform indiense","Bracoviriform","Polydnaviriformidae",18205
"209","NC_030121.1","DNA","ssDNA","Sheep faeces associated smacovirus 1","Porprismacovirus sheas1","Porprismacovirus","Smacoviridae",2861
"210","NC_048691.1","DNA","dsDNA","Paenibacillus phage Tadhana","Fernvirus tadhana","Fernvirus","Unknown",37880
"211","NC_047838.1","DNA","dsDNA","Synechococcus phage Bellamy","Bellamyvirus bellamy","Bellamyvirus","Kyanoviridae",204930
"212","NC_029003.2","DNA","dsDNA","Salmonella phage SEN1","Eganvirus SEN1","Eganvirus","Peduoviridae",29733
"213","NC_039050.1","DNA","ssDNA(+/-)","Cutavirus","Protoparvovirus primate3","Protoparvovirus","Parvoviridae",4456
"214","NC_042091.1","DNA","dsDNA","Pseudomonas phage nickie","Nickievirus nickie","Nickievirus","Unknown",112225
"215","NC_019530.1","DNA","dsDNA","Salmonella phage Sh19","Kuttervirus SH19","Kuttervirus","Ackermannviridae",157785
"216","NC_076207.1","DNA","ssDNA(-)","Rodent Torque teno virus 8","Wawtorquevirus crice1","Wawtorquevirus","Anelloviridae",2325
"217","NC_067212.1","DNA","dsDNA","uncultured phage cr19_1","Birpovirus hominis","Birpovirus","Suoliviridae",100255
"218","NC_014930.1","DNA","ssDNA(+/-)","Cyclovirus NGchicken15/NGA/2009","Cyclovirus adie","Cyclovirus","Circoviridae",1760
"219","NC_049345.1","DNA","dsDNA","Roseovarius Plymouth podovirus 1","Roseovarius Plymouth podovirus 1","Plymouthvirus","Schitoviridae",74704
"220","NC_055001.1","DNA","dsDNA","Lactococcus phage vB_Llc_bIBBAm4","Ceduovirus bIBBAm4","Ceduovirus","Unknown",22703
"221","NC_073476.1","DNA","dsDNA","Curtobacterium phage Pize","Curtobacterium phage Pize","Unknown","Unknown",18290
"222","NC_008720.1","DNA","dsDNA","Escherichia phage N4","Enquatrovirus N4","Enquatrovirus","Schitoviridae",70153
"223","NC_054964.1","DNA","dsDNA","Ralstonia phage GP4","Gervaisevirus GP4","Gervaisevirus","Unknown",61129
"224","NC_048128.1","DNA","dsDNA","Sulfolobales Beppu filamentous virus 2","Alphalipothrixvirus SBFV2","Alphalipothrixvirus","Lipothrixviridae",38091
"225","NC_048835.1","DNA","dsDNA","Flavobacterium phage vB_FspS_lillamy9-1","Lillamyvirus lillamy","Lillamyvirus","Unknown",38268
"226","NC_038439.1","DNA","ssDNA(+/-)","Boerhavia yellow spot virus","Boerhavia yellow spot virus","Begomovirus","Geminiviridae",2621
"227","NC_019517.1","DNA","dsDNA","Escherichia phage FV3","Vequintavirus FV3","Vequintavirus","Unknown",136947
"228","NC_073450.1","DNA","dsDNA","Microbacterium phage Swervy","Microbacterium phage Swervy","Dismasvirus","Unknown",41510
"229","NC_043299.1","DNA","dsDNA","Bracoviriform glomeratae","Bracoviriform glomeratae","Bracoviriform","Polydnaviriformidae",873
"230","NC_077137.1","DNA","ssDNA(+/-)","robinz virus RP_1170","robinz virus RP_1170","Cyclovirus","Circoviridae",1846
"231","NC_071086.1","DNA","dsDNA","Streptococcus phage VS-2018a","Streptococcus phage VS-2018a","Unknown","Unknown",39878
"232","NC_021806.1","DNA","dsDNA","Cellulophaga phage phi14:2","Akihdevirus balticus","Akihdevirus","Steigviridae",100418
"233","NC_049435.1","DNA","dsDNA","Ruegeria phage vB_RpoP-V12","Aorunvirus V12","Aorunvirus","Schitoviridae",74675
"234","NC_028812.1","DNA","dsDNA","Proteus phage pPM_01","Lavrentievavirus pPM01","Lavrentievavirus","Casjensviridae",58546
"235","NC_018848.1","DNA","dsDNA","Streptomyces phage SV1","Streptomyces phage SV1","Picardvirus","Unknown",37612
"236","NC_038860.1","DNA","dsDNA","Pongine gammaherpesvirus 2","Lymphocryptovirus ponginegamma2","Lymphocryptovirus","Orthoherpesviridae",2580
"237","NC_062737.1","DNA","ssDNA(+)","Vibrio phage XacF13","Xylivirus XacF13","Xylivirus","Inoviridae",7045
"238","NC_008964.1","DNA","dsDNA","Ichnoviriform fugitivi","Ichnoviriform fugitivi","Ichnoviriform","Polydnaviriformidae",3573
"239","NC_041853.1","DNA","dsDNA","Mycobacterium phage Marcell","Fromanvirus marcell","Fromanvirus","Unknown",49186
"240","NC_016082.1","DNA","ssDNA(+/-)","Sida yellow mottle virus","Sida yellow mottle virus","Begomovirus","Geminiviridae",2621
"241","NC_040325.1","DNA","ssDNA(+/-)","Arboreal ant associated circular virus 1","Cyclovirus mchwa","Cyclovirus","Circoviridae",1769
"242","NC_013772.1","DNA","dsDNA","Pseudalatia unipuncta granulovirus","Betabaculovirus myunipunctae","Betabaculovirus","Baculoviridae",176677
"243","NC_038808.1","DNA","ssDNA(+)","Cardamom bushy dwarf virus","Cardamom bushy dwarf virus","Babuvirus","Nanoviridae",1097
"244","NC_027391.1","DNA","dsDNA","Propionibacterium phage PHL041M10","Pahexavirus PHL041M10","Pahexavirus","Unknown",29412
"245","NC_031069.1","DNA","dsDNA","Streptococcus phage 9871","Piorkowskivirus pv9871","Piorkowskivirus","Unknown",32729
"246","NC_008882.1","DNA","dsDNA","Ichnoviriform fumiferanae","Ichnoviriform fumiferanae","Ichnoviriform","Polydnaviriformidae",2625
"247","NC_005262.3","DNA","dsDNA","Burkholderia phage Bcep22","Lessievirus bcep22","Lessievirus","Unknown",63882
"248","NC_054666.1","DNA","dsDNA","Streptomyces phage Caelum","Caelumvirus caelum","Caelumvirus","Unknown",50374
"249","NC_076470.1","DNA","ssDNA","Citrus Tunisia genomovirus 2","Gemycircularvirus citas1","Gemycircularvirus","Genomoviridae",2156
"250","NC_028856.1","DNA","dsDNA","Bacillus phage Stahl","Slashvirus stahl","Slashvirus","Unknown",80148
"251","NC_073611.1","DNA","dsDNA","Pseudomonas phage vB_Pae_Kat","Pseudomonas phage vB_Pae_Kat","Pakpunavirus","Unknown",91700
"252","NC_024356.1","DNA","dsDNA","Enterococcus phage IME-EFm1","Enterococcus phage IME-EFm1","Unknown","Unknown",42597
"253","NC_028113.1","DNA","dsDNA","Simian adenovirus 8","Simian mastadenovirus B","Mastadenovirus","Adenoviridae",35685
"254","NC_048030.1","DNA","dsDNA","uncultured phage MedDCM-OCT-S08-C159","Jalkavirus S08C159","Jalkavirus","Autographiviridae",10313
"255","NC_015568.1","DNA","dsDNA","Clostridium phage phiCD38-2","Leicestervirus CD382","Leicestervirus","Unknown",41090
"256","NC_055783.1","DNA","dsDNA","Escherichia phage vB_EcoM_005","Dhakavirus ecom005","Dhakavirus","Straboviridae",155101
"257","NC_038985.1","DNA","ssDNA(+/-)","Velvet bean golden mosaic virus","Velvet bean golden mosaic virus","Begomovirus","Geminiviridae",2767
"258","NC_048752.1","DNA","dsDNA","Lactobacillus phage 521B","Tybeckvirus tv521B","Tybeckvirus","Herelleviridae",136442
"259","NC_038953.1","DNA","ssDNA","Banana bunchy top alphasatellite 2","Banana bunchy top alphasatellite 2","Muscarsatellite","Alphasatellitidae",1100
"260","NC_038348.1","DNA","ssDNA(-)","Torque teno tupaia virus","Deltatorquevirus tupai1","Deltatorquevirus","Anelloviridae",2199
"261","NC_017678.1","DNA","ssDNA","Tomato leaf curl Joydebpur betasatellite [India/Jaunpur/Chilli/2007]","Chili leaf curl Jaunpur betasatellite","Betasatellite","Tolecusatellitidae",1362
"262","NC_047908.1","DNA","dsDNA","Klebsiella phage SH-Kp 152410","Przondovirus SHKp152410","Przondovirus","Autographiviridae",40945
"263","NC_076428.1","DNA","ssDNA","Begomovirus-associated alphasatellite sp.","Capsicum India alphasatellite","Clecrusatellite","Alphasatellitidae",1293
"264","NC_030448.1","DNA","ssDNA","Gemycircularvirus HV-GcV2","Gemykibivirus humas5","Gemykibivirus","Genomoviridae",2262
"265","NC_049827.1","DNA","dsDNA","Escherichia phage damhaus","Hanrivervirus damhaus","Hanrivervirus","Drexlerviridae",51154
"266","NC_008923.1","DNA","dsDNA","Ichnoviriform fumiferanae","Ichnoviriform fumiferanae","Ichnoviriform","Polydnaviriformidae",3743
"267","NC_049483.1","DNA","dsDNA","Lactococcus phage CHPC52","Skunavirus CHPC52","Skunavirus","Unknown",29652
"268","NC_035196.1","DNA","ssDNA(+/-)","Giant panda circovirus 4","Giant panda circovirus 4","Circovirus","Circoviridae",1928
"269","NC_029316.1","DNA","dsDNA","Acidianus tailed spindle virus","Acidianus tailed spindle virus","Unknown","Bicaudaviridae",70812
"270","NC_054454.1","DNA","dsDNA","Mycobacterium phage Rebel","Charlievirus Rebel","Charlievirus","Unknown",40580
"271","NC_043365.1","DNA","dsDNA","Choristoneura fumiferana entomopoxvirus","Choristoneura fumiferana entomopoxvirus","Betaentomopoxvirus","Poxviridae",3750
"272","NC_047744.1","DNA","dsDNA","Bacillus phage Bp8p-T","Agatevirus Bp8pC","Agatevirus","Herelleviridae",151419
"273","NC_013019.1","DNA","ssDNA(+/-)","Sunn hemp leaf distortion virus","Sunn hemp leaf distortion virus","Begomovirus","Geminiviridae",2774
"274","NC_028680.1","DNA","dsDNA","Mycobacterium phage Pepe","Mycobacterium phage Pepe","Fromanvirus","Unknown",50515
"275","NC_038360.1","DNA","ssDNA(-)","Torque teno midi virus 13","Gammatorquevirus homidi13","Gammatorquevirus","Anelloviridae",3230
"276","NC_075436.1","DNA","ssDNA(+/-)","Maize striate mosaic virus","Maize striate mosaic virus","Mastrevirus","Geminiviridae",2746
"277","NC_049464.1","DNA","dsDNA","Serratia phage Muldoon","Muldoonvirus muldoon","Muldoonvirus","Unknown",167547
"278","NC_048036.1","DNA","dsDNA","Vibrio phage vB_VpaP_KF2","Maculvirus KF2","Maculvirus","Autographiviridae",43571
"279","NC_040569.1","DNA","dsDNA","Macaca mulatta papillomavirus 4","Macaca mulatta papillomavirus 4","Unknown","Papillomaviridae",7424
"280","NC_030296.1","DNA","ssDNA(+/-)","Diaphorina citri densovirus","Diciambidensovirus hemipteran1","Diciambidensovirus","Parvoviridae",5071
"281","NC_042036.1","DNA","dsDNA","Mycobacterium phage Rockstar","Veracruzvirus rockstar","Veracruzvirus","Unknown",47780
"282","NC_070994.1","DNA","dsDNA","Gordonia phage Coeur","Gordonia phage Coeur","Unknown","Unknown",16223
"283","NC_001662.1","DNA","ssDNA(+/-)","Aleutian mink disease virus","Amdoparvovirus carnivoran1","Amdoparvovirus","Parvoviridae",4801
"284","NC_022980.1","DNA","dsDNA","Brevibacillus phage Davies","Abouovirus davies","Abouovirus","Unknown",45798
"285","NC_051725.1","DNA","dsDNA","Mycobacterium phage Rem711","Trigintaduovirus rem711","Trigintaduovirus","Unknown",50832
"286","NC_047786.1","DNA","dsDNA","Salmonella phage vB_SenS_Sasha","Sashavirus sasha","Sashavirus","Unknown",53263
"287","NC_038963.1","DNA","ssDNA(+/-)","Tomato latent virus","Tomato latent virus","Begomovirus","Geminiviridae",2746
"288","NC_005340.1","DNA","dsDNA","Salmonella phage PSP3","Eganvirus PsP3","Eganvirus","Peduoviridae",30636
"289","NC_026636.1","DNA","ssDNA(+/-)","Avon-Heathcote Estuary associated circular virus 10","Avon-Heathcote Estuary associated circular virus 10","Unknown","Circoviridae",1981
"290","NC_021860.1","DNA","dsDNA","Lactococcus phage jm2","Skunavirus jm2","Skunavirus","Unknown",31090
"291","NC_028924.1","DNA","dsDNA","Polaribacter phage P12002L","Incheonvirus P12002L","Incheonvirus","Unknown",48689
"292","NC_014080.1","DNA","ssDNA(-)","Torque teno virus 7","Alphatorquevirus homin7","Alphatorquevirus","Anelloviridae",3736
"293","NC_043291.1","DNA","dsDNA","Bracoviriform glomeratae","Bracoviriform glomeratae","Bracoviriform","Polydnaviriformidae",846
"294","NC_031025.1","DNA","dsDNA","Klebsiella phage KpV475","Drulisvirus KpV475","Drulisvirus","Autographiviridae",42201
"295","NC_028699.1","DNA","dsDNA","Salmonella phage SEN34","Brunovirus SEN34","Brunovirus","Unknown",40740
"296","NC_008035.3","DNA","dsDNA","Antheraea pernyi nucleopolyhedrovirus","Alphabaculovirus anpernyi","Alphabaculovirus","Baculoviridae",126629
"297","NC_060134.1","DNA","dsDNA","Gordonia phage Octobien14","Gordonia phage Octobien14","Unknown","Unknown",76358
"298","NC_055738.1","DNA","dsDNA","Gordonia phage Flapper","Gruunavirus flapper","Gruunavirus","Zierdtviridae",67527
"299","NC_042023.1","DNA","dsDNA","Enterococcus phage phiSHEF5","Efquatrovirus SHEF5","Efquatrovirus","Unknown",41598
"300","NC_026647.1","DNA","ssDNA(+/-)","Avon-Heathcote Estuary associated circular virus 20","Avon-Heathcote Estuary associated circular virus 20","Unknown","Circoviridae",2537
"301","NC_048034.1","DNA","dsDNA","uncultured phage MedDCM-OCT-S08-C41","Powvirus S08C41","Powvirus","Autographiviridae",28224
"302","NC_040598.1","DNA","dsDNA","Sus scrofa polyomavirus 1","Alphapolyomavirus suis","Alphapolyomavirus","Polyomaviridae",5068
"303","NC_006879.1","DNA","dsDNA","Simian adenovirus 1","Human mastadenovirus G","Mastadenovirus","Adenoviridae",34450
"304","NC_070813.1","DNA","dsDNA","Gordonia phage MichaelScott","Gordonia phage MichaelScott","Unknown","Unknown",48397
"305","NC_030749.1","DNA","ssDNA(+/-)","Malvastrum yellow vein Honghe virus","Malvastrum yellow vein Honghe virus","Begomovirus","Geminiviridae",2740
"306","NC_077142.1","DNA","ssDNA(+/-)","Mongoose-associated cyclovirus","Mongoose-associated cyclovirus","Cyclovirus","Circoviridae",1786
"307","NC_031040.1","DNA","dsDNA","Lactococcus phage 50101","Lactococcus phage 50101","Unknown","Unknown",31987
"308","NC_000869.1","DNA","ssDNA(+/-)","Tomato yellow leaf curl Thailand virus","Tomato yellow leaf curl Thailand virus","Begomovirus","Geminiviridae",2751
"309","NC_038484.1","DNA","ssDNA","Pacific flying fox faeces associated gemycircularvirus-10","Gemycircularvirus ptero1","Gemycircularvirus","Genomoviridae",2191
"310","NC_070674.1","DNA","dsDNA","Streptococcus phage CHPC875","Streptococcus phage CHPC875","Moineauvirus","Aliceevansviridae",36576
"311","NC_023745.1","DNA","dsDNA","Mycobacterium phage LHTSCC","Backyardiganvirus LHTSCC","Backyardiganvirus","Unknown",51813
"312","NC_044949.1","DNA","dsDNA","African swine fever virus","African swine fever virus","Asfivirus","Asfarviridae",186528
"313","NC_021536.1","DNA","dsDNA","Synechococcus phage S-IOM18","Tefnutvirus siom18","Tefnutvirus","Kyanoviridae",171797
"314","NC_038518.1","DNA","dsDNA","Eptesicus serotinus papillomavirus 1","Dyopsipapillomavirus 1","Dyopsipapillomavirus","Papillomaviridae",7668
"315","NC_015585.1","DNA","dsDNA","Pantoea phage LIMEzero","Waewaevirus limezero","Waewaevirus","Autographiviridae",43032
"316","NC_026810.1","DNA","ssDNA","Mongoose feces-associated gemycircularvirus d","Gemycircularvirus monas1","Gemycircularvirus","Genomoviridae",2251
"317","NC_047833.1","DNA","dsDNA","Erwinia phage EtG","Eganvirus EtG","Eganvirus","Peduoviridae",30413
"318","NC_048045.1","DNA","dsDNA","Caulobacter phage CcrBL10","Poindextervirus BL10","Poindextervirus","Unknown",220934
"319","NC_051648.1","DNA","dsDNA","Mycobacterium phage Donkeykong","Cheoctovirus donkeykong","Cheoctovirus","Unknown",59478
"320","NC_038901.1","DNA","ssDNA(+/-)","Tomato leaf curl Toliara virus","Tomato leaf curl Toliara virus","Begomovirus","Geminiviridae",2764
"321","NC_043233.1","DNA","dsDNA","Paramecium bursaria Chlorella virus NC1A","Paramecium bursaria Chlorella virus NC1A","Chlorovirus","Phycodnaviridae",2083
"322","NC_001942.1","DNA","dsDNA","Mycoplasma phage MAV1","Mycoplasma phage MAV1","Unknown","Unknown",15644
"323","NC_001478.1","DNA","ssDNA(+/-)","Digitaria streak virus","Digitaria streak virus","Mastrevirus","Geminiviridae",2701
"324","NC_074760.1","DNA","dsDNA","Heterocapsa circularisquama DNA virus 01","Heterocapsa circularisquama DNA virus 01","Dinodnavirus","Unknown",3678
"325","NC_021568.1","DNA","ssDNA(+/-)","Human cyclovirus VS5700009","Cyclovirus munthu","Cyclovirus","Circoviridae",1832
"326","NC_055562.1","DNA","dsDNA-RT","Polyscias mosaic virus","Badnavirus tessellopolysciatis","Badnavirus","Caulimoviridae",7592
"327","NC_028782.1","DNA","dsDNA","Bacillus phage Pavlov","Bacillus phage Pavlov","Pagevirus","Unknown",40024
"328","NC_070974.1","DNA","dsDNA","Salmonella phage SE131","Salmonella phage SE131","Unknown","Unknown",89910
"329","NC_004646.1","DNA","ssDNA(+/-)","Squash mild leaf curl virus","Squash mild leaf curl virus","Begomovirus","Geminiviridae",2578
"330","NC_076350.1","DNA","ssDNA","Blackfly genomovirus 2","Gemycircularvirus austro1","Gemycircularvirus","Genomoviridae",2131
"331","NC_073459.1","DNA","dsDNA","Gordonia phage Finkle","Gordonia phage Finkle","Unknown","Unknown",47895
"332","NC_025709.1","DNA","ssDNA(+/-)","Circoviridae 4 LDMD-2013","Circoviridae 17 LDMD-2013","Unknown","Circoviridae",3393
"333","NC_029255.1","DNA","dsDNA","Myotis gammaherpesvirus 8","Myotis gammaherpesvirus 8","Unknown","Orthoherpesviridae",129563
"334","NC_013099.1","DNA","ssDNA(+)","Faba bean necrotic stunt virus","Faba bean necrotic stunt virus","Nanovirus","Nanoviridae",986
"335","NC_048086.1","DNA","dsDNA","Proteus phage Stubb","Novosibvirus stubb","Novosibvirus","Demerecviridae",104410
"336","NC_040789.1","DNA","dsDNA","Tomelloso virus","Alphanudivirus alterdromelanogasteris","Alphanudivirus","Nudiviridae",112307
"337","NC_048130.1","DNA","dsDNA","Klebsiella phage KN4-1","Przondovirus KN41","Przondovirus","Autographiviridae",41219
"338","NC_067214.1","DNA","dsDNA","uncultured phage cr82_1","Buchavirus oralis","Buchavirus","Suoliviridae",102100
"339","NC_015285.1","DNA","dsDNA","Prochlorococcus phage Syn33","Brizovirus syn33","Brizovirus","Kyanoviridae",174285
"340","NC_073171.1","DNA","dsDNA","Salmonella phage horsemountain","Salmonella phage horsemountain","Jerseyvirus","Unknown",42375
"341","NC_054661.1","DNA","dsDNA","Streptomyces phage Hank144","Janusvirus hank144","Janusvirus","Unknown",50547
"342","NC_038499.1","DNA","ssDNA","Rhinolophus associated gemykibivirus 1","Gemykibivirus rhina1","Gemykibivirus","Genomoviridae",2153
"343","NC_047853.1","DNA","dsDNA","Enterococcus phage phiEF24C-P2","Kochikohdavirus EF24C","Kochikohdavirus","Herelleviridae",142072
"344","NC_038496.1","DNA","ssDNA","Gemycircularvirus C1c","Gemykibivirus humas3","Gemykibivirus","Genomoviridae",2109
"345","NC_048873.1","DNA","dsDNA","Klebsiella phage KpS8","Mydovirus KpS8","Mydovirus","Unknown",143800
"346","NC_036877.1","DNA","ssDNA(+/-)","Cyclovirus PK5006","Cyclovirus insaan","Cyclovirus","Circoviridae",1723
"347","NC_028798.1","DNA","dsDNA","Mycobacterium phage MarQuardt","Microwolfvirus JHC117","Microwolfvirus","Unknown",50882
"348","NC_040363.1","DNA","ssDNA(+/-)","Farfantepenaeus duorarum circovirus","Farfantepenaeus duorarum circovirus","Circovirus","Circoviridae",1955
"349","NC_038813.1","DNA","ssDNA(+)","Cardamom bushy dwarf virus","Cardamom bushy dwarf virus","Babuvirus","Nanoviridae",1088
"350","NC_022054.2","DNA","dsDNA","Mycobacterium phage Muddy","Mapvirus muddy","Mapvirus","Unknown",48229
"351","NC_048706.1","DNA","dsDNA","Streptomyces phage FlowerPower","Flowerpowervirus flowerpower","Flowerpowervirus","Unknown",46133
"352","NC_006876.1","DNA","ssDNA(+/-)","Tomato leaf curl Mayotte virus","Tomato leaf curl Mayotte virus","Begomovirus","Geminiviridae",2768
"353","NC_015718.1","DNA","ssDNA(+/-)","Helicoverpa armigera densovirus","Iteradensovirus lepidopteran5","Iteradensovirus","Parvoviridae",4926
"354","NC_015488.1","DNA","ssDNA(+/-)","Rhynchosia mild mosaic virus","Rhynchosia mild mosaic virus","Begomovirus","Geminiviridae",2611
"355","NC_022750.1","DNA","dsDNA","Enterobacteria phage fiAA91-ss","Peduovirus fiAA91ss","Peduovirus","Peduoviridae",33628
"356","NC_018864.1","DNA","ssDNA","Tomato leaf curl Yemen betasatellite","Tomato leaf curl Yemen betasatellite","Betasatellite","Tolecusatellitidae",1352
